ticket_id_pk,pedido_id,cliente_id,nome_cliente,produto_id,nome_produto,categoria_problema,data_abertura,data_resolucao,status
1790,4759,1599,Natália Alves,124,Chocolates 124,cobrança,2023-12-19,2023-12-29,resolvido
1791,9993,2256,Wanessa Figueiredo,21,Smart TVs 21,dúvida,2023-12-25,2024-01-01,resolvido
1791,9993,2256,Wanessa Figueiredo,82,Equipamentos de Academia 82,dúvida,2023-12-25,2024-01-01,resolvido
1791,9993,2256,Wanessa Figueiredo,183,Chás 183,dúvida,2023-12-25,2024-01-01,resolvido
1791,9993,2256,Wanessa Figueiredo,88,Camping 88,dúvida,2023-12-25,2024-01-01,resolvido
1791,9993,2256,Wanessa Figueiredo,193,Luminárias 193,dúvida,2023-12-25,2024-01-01,resolvido
1792,5294,2397,Xênia Costa,169,Quadros 169,cobrança,2023-04-12,2023-04-22,resolvido
1793,6320,425,Patrícia Cavalcanti,181,Fraldas 181,dúvida,2024-06-23,,aberto
1794,7229,1186,Yasmin Almeida,63,Quadros 63,cobrança,2023-02-23,,escalado
1795,11412,435,Helena Silva,197,Literatura 197,troca,2024-09-17,2024-09-26,resolvido
1795,11412,435,Helena Silva,4,Notebooks 4,troca,2024-09-17,2024-09-26,resolvido
1795,11412,435,Helena Silva,127,Snacks Saudáveis 127,troca,2024-09-17,2024-09-26,resolvido
1796,11418,1526,Kleber Carvalho,48,Roupas Íntimas 48,atraso,2024-08-12,,aberto
1796,11418,1526,Kleber Carvalho,64,Quadros 64,atraso,2024-08-12,,aberto
1797,4056,2632,Paulo Moreira,185,Smart TVs 185,troca,2023-12-06,,aberto
1797,4056,2632,Paulo Moreira,199,Calças 199,troca,2023-12-06,,aberto
1798,9882,1678,Igor Oliveira,192,Agendas 192,atraso,2024-02-19,,aberto
1799,14397,1982,Mariana Sousa,75,Tênis Esportivo 75,cobrança,2024-01-08,2024-01-16,resolvido
1799,14397,1982,Mariana Sousa,171,Fones de Ouvido 171,cobrança,2024-01-08,2024-01-16,resolvido
1799,14397,1982,Mariana Sousa,132,Literatura 132,cobrança,2024-01-08,2024-01-16,resolvido
1800,2965,675,Yasmin Lopes,155,Roupas Infantis 155,dúvida,2023-12-02,2023-12-12,resolvido
1800,2965,675,Yasmin Lopes,195,Acessórios 195,dúvida,2023-12-02,2023-12-12,resolvido
1800,2965,675,Yasmin Lopes,183,Chás 183,dúvida,2023-12-02,2023-12-12,resolvido
1800,2965,675,Yasmin Lopes,14,Fones de Ouvido 14,dúvida,2023-12-02,2023-12-12,resolvido
1800,2965,675,Yasmin Lopes,112,Cafés 112,dúvida,2023-12-02,2023-12-12,resolvido
1801,11350,39,Beatriz Duarte,73,Bicicletas 73,dúvida,2024-07-08,2024-07-09,resolvido
1801,11350,39,Beatriz Duarte,199,Calças 199,dúvida,2024-07-08,2024-07-09,resolvido
1801,11350,39,Beatriz Duarte,122,Vinhos 122,dúvida,2024-07-08,2024-07-09,resolvido
1801,11350,39,Beatriz Duarte,126,Snacks Saudáveis 126,dúvida,2024-07-08,2024-07-09,resolvido
1801,11350,39,Beatriz Duarte,164,Camisetas 164,dúvida,2024-07-08,2024-07-09,resolvido
1801,11350,39,Beatriz Duarte,146,Fraldas 146,dúvida,2024-07-08,2024-07-09,resolvido
1802,2959,433,Nelson Rodrigues,127,Snacks Saudáveis 127,cobrança,2024-09-17,2024-09-23,resolvido
1803,8275,1021,Daniela Barbosa,51,Móveis 51,atraso,2024-07-13,,aberto
1803,8275,1021,Daniela Barbosa,137,Agendas 137,atraso,2024-07-13,,aberto
1803,8275,1021,Daniela Barbosa,150,Brinquedos 150,atraso,2024-07-13,,aberto
1803,8275,1021,Daniela Barbosa,31,Camisetas 31,atraso,2024-07-13,,aberto
1804,8521,1783,Mariana Lima,41,Acessórios 41,cobrança,2024-10-17,,escalado
1804,8521,1783,Mariana Lima,195,Acessórios 195,cobrança,2024-10-17,,escalado
1804,8521,1783,Mariana Lima,178,Câmeras 178,cobrança,2024-10-17,,escalado
1805,9086,2572,Paulo Carvalho,76,Tênis Esportivo 76,atraso,2024-11-19,,escalado
1805,9086,2572,Paulo Carvalho,195,Acessórios 195,atraso,2024-11-19,,escalado
1805,9086,2572,Paulo Carvalho,105,Suplementos 105,atraso,2024-11-19,,escalado
1806,11812,961,Tânia Andrade,102,Cuidados com a Pele 102,atraso,2023-11-23,2023-11-30,resolvido
1807,10480,2221,Xavier Almeida,142,Material Escolar 142,cobrança,2023-03-21,,aberto
1807,10480,2221,Xavier Almeida,161,Câmeras 161,cobrança,2023-03-21,,aberto
1807,10480,2221,Xavier Almeida,55,Luminárias 55,cobrança,2023-03-21,,aberto
1807,10480,2221,Xavier Almeida,28,Camisetas 28,cobrança,2023-03-21,,aberto
1808,14168,1714,Wagner Almeida,187,Cafés 187,atraso,2023-11-22,2023-12-04,resolvido
1809,4257,279,Vinicius Figueiredo,198,Vitaminas 198,atraso,2024-08-01,,aberto
1810,12139,2715,Beatriz Cavalcanti,58,Luminárias 58,dúvida,2024-03-04,2024-03-05,resolvido
1811,2631,2173,Bruno Araújo,176,Fones de Ouvido 176,troca,2023-12-02,2023-12-12,resolvido
1811,2631,2173,Bruno Araújo,93,Cosméticos 93,troca,2023-12-02,2023-12-12,resolvido
1811,2631,2173,Bruno Araújo,30,Camisetas 30,troca,2023-12-02,2023-12-12,resolvido
1812,14468,59,Wagner Cardoso,19,Smart TVs 19,atraso,2023-09-03,2023-09-09,resolvido
1812,14468,59,Wagner Cardoso,83,Equipamentos de Academia 83,atraso,2023-09-03,2023-09-09,resolvido
1812,14468,59,Wagner Cardoso,84,Equipamentos de Academia 84,atraso,2023-09-03,2023-09-09,resolvido
1813,7895,1480,Gabriel Ferreira,16,Fones de Ouvido 16,dúvida,2024-02-15,2024-02-22,resolvido
1813,7895,1480,Gabriel Ferreira,170,Equipamentos de Academia 170,dúvida,2024-02-15,2024-02-22,resolvido
1813,7895,1480,Gabriel Ferreira,160,Cadeirinhas 160,dúvida,2024-02-15,2024-02-22,resolvido
1814,6792,1376,Sérgio Pinto,182,Equipamentos de Academia 182,dúvida,2024-09-12,2024-09-19,resolvido
1814,6792,1376,Sérgio Pinto,169,Quadros 169,dúvida,2024-09-12,2024-09-19,resolvido
1814,6792,1376,Sérgio Pinto,134,Literatura 134,dúvida,2024-09-12,2024-09-19,resolvido
1815,904,2742,Hanna Correia,169,Quadros 169,troca,2024-05-10,2024-05-18,resolvido
1815,904,2742,Hanna Correia,152,Roupas Infantis 152,troca,2024-05-10,2024-05-18,resolvido
1816,8309,1546,Sandra Costa,144,Fraldas 144,defeito,2023-12-06,,aberto
1817,3218,1939,Zacarias Gomes,75,Tênis Esportivo 75,troca,2024-06-13,,escalado
1817,3218,1939,Zacarias Gomes,142,Material Escolar 142,troca,2024-06-13,,escalado
1818,4388,133,Carlos Rocha,125,Chocolates 125,troca,2023-08-02,,escalado
1819,6994,1632,Bruno Martins,182,Equipamentos de Academia 182,dúvida,2024-06-20,2024-06-29,resolvido
1819,6994,1632,Bruno Martins,178,Câmeras 178,dúvida,2024-06-20,2024-06-29,resolvido
1820,7118,1776,Tânia Duarte,124,Chocolates 124,troca,2024-11-04,,escalado
1820,7118,1776,Tânia Duarte,168,Luminárias 168,troca,2024-11-04,,escalado
1821,3793,237,Thiago Nascimento,27,Câmeras 27,troca,2023-11-30,2023-12-02,resolvido
1822,3339,2889,Marcos Pereira,138,Agendas 138,dúvida,2023-03-05,,escalado
1822,3339,2889,Marcos Pereira,55,Luminárias 55,dúvida,2023-03-05,,escalado
1823,6060,1191,Carlos Moreira,46,Roupas Íntimas 46,troca,2024-06-01,,aberto
1823,6060,1191,Carlos Moreira,123,Vinhos 123,troca,2024-06-01,,aberto
1823,6060,1191,Carlos Moreira,161,Câmeras 161,troca,2024-06-01,,aberto
1823,6060,1191,Carlos Moreira,86,Camping 86,troca,2024-06-01,,aberto
1823,6060,1191,Carlos Moreira,167,Tênis Esportivo 167,troca,2024-06-01,,aberto
1823,6060,1191,Carlos Moreira,191,Quadros 191,troca,2024-06-01,,aberto
1824,2873,2917,Wanessa Neves,29,Camisetas 29,defeito,2024-08-03,,aberto
1825,3109,2751,Ursula Azevedo,112,Cafés 112,cobrança,2023-10-30,2023-11-04,resolvido
1825,3109,2751,Ursula Azevedo,125,Chocolates 125,cobrança,2023-10-30,2023-11-04,resolvido
1825,3109,2751,Ursula Azevedo,53,Luminárias 53,cobrança,2023-10-30,2023-11-04,resolvido
1826,12090,1613,Xênia Lopes,67,Vasos 67,atraso,2023-07-22,2023-08-09,resolvido
1826,12090,1613,Xênia Lopes,25,Câmeras 25,atraso,2023-07-22,2023-08-09,resolvido
1826,12090,1613,Xênia Lopes,128,Livros Técnicos 128,atraso,2023-07-22,2023-08-09,resolvido
1827,12976,2078,Yasmin Lopes,29,Camisetas 29,troca,2023-05-07,,escalado
1828,13519,2789,Elton Freitas,108,Vitaminas 108,cobrança,2023-12-22,,aberto
1829,13682,2415,Vera Moreira,85,Camping 85,defeito,2023-08-29,2023-09-05,resolvido
1830,2508,2375,Wanessa Cavalcanti,148,Fraldas 148,troca,2023-02-01,2023-02-06,resolvido
1830,2508,2375,Wanessa Cavalcanti,153,Roupas Infantis 153,troca,2023-02-01,2023-02-06,resolvido
1830,2508,2375,Wanessa Cavalcanti,169,Quadros 169,troca,2023-02-01,2023-02-06,resolvido
1831,14592,2018,Kleber Cunha,7,Notebooks 7,dúvida,2023-09-02,2023-09-11,resolvido
1831,14592,2018,Kleber Cunha,35,Calças 35,dúvida,2023-09-02,2023-09-11,resolvido
1832,6082,1020,Caio Martins,86,Camping 86,defeito,2023-05-16,,escalado
1832,6082,1020,Caio Martins,40,Calçados 40,defeito,2023-05-16,,escalado
1833,4080,321,Carlos Campos,40,Calçados 40,troca,2024-10-24,,aberto
1834,2548,1706,Vera Neves,140,Material Escolar 140,troca,2023-03-28,2023-03-30,resolvido
1834,2548,1706,Vera Neves,143,Material Escolar 143,troca,2023-03-28,2023-03-30,resolvido
1834,2548,1706,Vera Neves,87,Camping 87,troca,2023-03-28,2023-03-30,resolvido
1835,4698,922,Xênia Martins,59,Tapetes 59,dúvida,2023-04-26,2023-04-30,resolvido
1835,4698,922,Xênia Martins,77,Tênis Esportivo 77,dúvida,2023-04-26,2023-04-30,resolvido
1836,6839,1773,Xavier Vieira,74,Bicicletas 74,atraso,2024-12-31,2025-01-05,resolvido
1836,6839,1773,Xavier Vieira,97,Perfumes 97,atraso,2024-12-31,2025-01-05,resolvido
1836,6839,1773,Xavier Vieira,96,Cosméticos 96,atraso,2024-12-31,2025-01-05,resolvido
1837,7754,1708,Rafael Rocha,96,Cosméticos 96,defeito,2024-04-03,2024-04-12,resolvido
1838,3929,1744,Wanessa Correia,96,Cosméticos 96,dúvida,2024-12-03,,escalado
1838,3929,1744,Wanessa Correia,197,Literatura 197,dúvida,2024-12-03,,escalado
1839,12982,2829,Wagner Andrade,4,Notebooks 4,cobrança,2023-08-18,,escalado
1839,12982,2829,Wagner Andrade,109,Vitaminas 109,cobrança,2023-08-18,,escalado
1840,6895,2514,Amanda Barbosa,153,Roupas Infantis 153,defeito,2024-11-20,2024-11-27,resolvido
1840,6895,2514,Amanda Barbosa,177,Brinquedos 177,defeito,2024-11-20,2024-11-27,resolvido
1840,6895,2514,Amanda Barbosa,69,Utensílios 69,defeito,2024-11-20,2024-11-27,resolvido
1840,6895,2514,Amanda Barbosa,152,Roupas Infantis 152,defeito,2024-11-20,2024-11-27,resolvido
1841,14989,2071,Letícia Ferreira,25,Câmeras 25,dúvida,2024-05-18,2024-05-28,resolvido
1842,10251,1612,Otávio Alves,21,Smart TVs 21,cobrança,2023-07-16,2023-07-26,resolvido
1842,10251,1612,Otávio Alves,146,Fraldas 146,cobrança,2023-07-16,2023-07-26,resolvido
1843,14337,141,Juliana Lopes,144,Fraldas 144,defeito,2023-04-16,,aberto
1843,14337,141,Juliana Lopes,116,Chás 116,defeito,2023-04-16,,aberto
1844,5211,1025,Tânia Cavalcanti,26,Câmeras 26,troca,2024-02-02,,escalado
1844,5211,1025,Tânia Cavalcanti,149,Fraldas 149,troca,2024-02-02,,escalado
1844,5211,1025,Tânia Cavalcanti,163,Acessórios 163,troca,2024-02-02,,escalado
1845,14143,845,Letícia Rodrigues,100,Cuidados com a Pele 100,atraso,2023-10-22,2023-11-06,resolvido
1845,14143,845,Letícia Rodrigues,163,Acessórios 163,atraso,2023-10-22,2023-11-06,resolvido
1846,4320,2926,Zacarias Duarte,70,Utensílios 70,cobrança,2023-02-03,,aberto
1846,4320,2926,Zacarias Duarte,200,Luminárias 200,cobrança,2023-02-03,,aberto
1846,4320,2926,Zacarias Duarte,89,Natação 89,cobrança,2023-02-03,,aberto
1847,10143,1621,Eduardo Teixeira,50,Móveis 50,atraso,2024-11-18,2024-11-28,resolvido
1847,10143,1621,Eduardo Teixeira,171,Fones de Ouvido 171,atraso,2024-11-18,2024-11-28,resolvido
1847,10143,1621,Eduardo Teixeira,177,Brinquedos 177,atraso,2024-11-18,2024-11-28,resolvido
1847,10143,1621,Eduardo Teixeira,57,Luminárias 57,atraso,2024-11-18,2024-11-28,resolvido
1848,7130,2146,Caio Ferreira,131,Literatura 131,dúvida,2023-06-21,,escalado
1848,7130,2146,Caio Ferreira,108,Vitaminas 108,dúvida,2023-06-21,,escalado
1848,7130,2146,Caio Ferreira,110,Vitaminas 110,dúvida,2023-06-21,,escalado
1848,7130,2146,Caio Ferreira,4,Notebooks 4,dúvida,2023-06-21,,escalado
1848,7130,2146,Caio Ferreira,72,Bicicletas 72,dúvida,2023-06-21,,escalado
1849,14394,2448,Joana Gomes,134,Literatura 134,atraso,2024-11-24,,escalado
1850,10764,2188,Patrícia Esteves,169,Quadros 169,cobrança,2024-05-04,,aberto
1850,10764,2188,Patrícia Esteves,145,Fraldas 145,cobrança,2024-05-04,,aberto
1850,10764,2188,Patrícia Esteves,187,Cafés 187,cobrança,2024-05-04,,aberto
1850,10764,2188,Patrícia Esteves,64,Quadros 64,cobrança,2024-05-04,,aberto
1851,7872,2882,Kleber Silva,108,Vitaminas 108,cobrança,2024-07-17,2024-07-26,resolvido
1851,7872,2882,Kleber Silva,199,Calças 199,cobrança,2024-07-17,2024-07-26,resolvido
1852,5049,1666,Nelson Santos,18,Smart TVs 18,dúvida,2024-11-17,2024-11-22,resolvido
1852,5049,1666,Nelson Santos,59,Tapetes 59,dúvida,2024-11-17,2024-11-22,resolvido
1853,3566,1312,Xênia Moreira,14,Fones de Ouvido 14,defeito,2023-09-23,,aberto
1854,11457,1916,Kleber Santos,141,Material Escolar 141,atraso,2023-07-16,,aberto
1855,7916,1537,Patrícia Correia,193,Luminárias 193,atraso,2024-11-01,2024-11-08,resolvido
1855,7916,1537,Patrícia Correia,27,Câmeras 27,atraso,2024-11-01,2024-11-08,resolvido
1855,7916,1537,Patrícia Correia,64,Quadros 64,atraso,2024-11-01,2024-11-08,resolvido
1855,7916,1537,Patrícia Correia,145,Fraldas 145,atraso,2024-11-01,2024-11-08,resolvido
1856,9670,2234,Eduardo Moreira,91,Cosméticos 91,dúvida,2023-12-14,2023-12-23,resolvido
1856,9670,2234,Eduardo Moreira,183,Chás 183,dúvida,2023-12-14,2023-12-23,resolvido
1856,9670,2234,Eduardo Moreira,73,Bicicletas 73,dúvida,2023-12-14,2023-12-23,resolvido
1856,9670,2234,Eduardo Moreira,98,Perfumes 98,dúvida,2023-12-14,2023-12-23,resolvido
1856,9670,2234,Eduardo Moreira,198,Vitaminas 198,dúvida,2023-12-14,2023-12-23,resolvido
1856,9670,2234,Eduardo Moreira,106,Vitaminas 106,dúvida,2023-12-14,2023-12-23,resolvido
1857,1137,2804,Ulisses Lima,77,Tênis Esportivo 77,dúvida,2023-01-26,,escalado
1857,1137,2804,Ulisses Lima,142,Material Escolar 142,dúvida,2023-01-26,,escalado
1858,13875,2946,Zélia Neves,193,Luminárias 193,atraso,2023-12-16,2024-01-05,resolvido
1858,13875,2946,Zélia Neves,3,Notebooks 3,atraso,2023-12-16,2024-01-05,resolvido
1859,10938,933,Renata Freitas,150,Brinquedos 150,atraso,2023-11-19,,escalado
1859,10938,933,Renata Freitas,92,Cosméticos 92,atraso,2023-11-19,,escalado
1859,10938,933,Renata Freitas,119,Chás 119,atraso,2023-11-19,,escalado
1859,10938,933,Renata Freitas,197,Literatura 197,atraso,2023-11-19,,escalado
1859,10938,933,Renata Freitas,113,Cafés 113,atraso,2023-11-19,,escalado
1860,776,2087,Juliana Duarte,16,Fones de Ouvido 16,atraso,2024-08-19,2024-08-31,resolvido
1861,7782,1105,Diana Cardoso,180,Livros Técnicos 180,troca,2024-05-26,,aberto
1861,7782,1105,Diana Cardoso,127,Snacks Saudáveis 127,troca,2024-05-26,,aberto
1861,7782,1105,Diana Cardoso,88,Camping 88,troca,2024-05-26,,aberto
1862,5821,773,Bruno Nascimento,43,Acessórios 43,troca,2024-12-29,2025-01-07,resolvido
1863,9148,1558,Hanna Dias,191,Quadros 191,cobrança,2023-06-29,2023-07-01,resolvido
1863,9148,1558,Hanna Dias,18,Smart TVs 18,cobrança,2023-06-29,2023-07-01,resolvido
1864,14877,1355,Beatriz Gomes,45,Acessórios 45,atraso,2023-03-26,2023-04-05,resolvido
1864,14877,1355,Beatriz Gomes,10,Tablets 10,atraso,2023-03-26,2023-04-05,resolvido
1864,14877,1355,Beatriz Gomes,161,Câmeras 161,atraso,2023-03-26,2023-04-05,resolvido
1864,14877,1355,Beatriz Gomes,137,Agendas 137,atraso,2023-03-26,2023-04-05,resolvido
1865,10833,2974,Amanda Barbosa,21,Smart TVs 21,dúvida,2024-10-16,,aberto
1865,10833,2974,Amanda Barbosa,19,Smart TVs 19,dúvida,2024-10-16,,aberto
1866,12721,257,Caio Pinto,196,Calçados 196,dúvida,2023-03-25,,aberto
1866,12721,257,Caio Pinto,154,Roupas Infantis 154,dúvida,2023-03-25,,aberto
1866,12721,257,Caio Pinto,67,Vasos 67,dúvida,2023-03-25,,aberto
1867,671,2105,Ursula Sousa,78,Tênis Esportivo 78,troca,2024-05-22,,aberto
1867,671,2105,Ursula Sousa,45,Acessórios 45,troca,2024-05-22,,aberto
1867,671,2105,Ursula Sousa,107,Vitaminas 107,troca,2024-05-22,,aberto
1868,7725,594,Thiago Teixeira,103,Cuidados com a Pele 103,defeito,2023-05-03,,aberto
1869,4152,2470,Natália Teixeira,162,Cuidados com a Pele 162,defeito,2023-03-22,2023-03-31,resolvido
1870,13772,872,Zélia Lopes,159,Cadeirinhas 159,defeito,2023-11-25,,aberto
1871,2362,2352,Joana Dias,76,Tênis Esportivo 76,dúvida,2023-11-08,,escalado
1871,2362,2352,Joana Dias,54,Luminárias 54,dúvida,2023-11-08,,escalado
1871,2362,2352,Joana Dias,17,Smart TVs 17,dúvida,2023-11-08,,escalado
1871,2362,2352,Joana Dias,14,Fones de Ouvido 14,dúvida,2023-11-08,,escalado
1872,9054,1673,Sérgio Castro,42,Acessórios 42,dúvida,2024-09-17,2024-09-27,resolvido
1873,4307,1095,Elton Neves,35,Calças 35,cobrança,2024-11-27,2024-12-03,resolvido
1873,4307,1095,Elton Neves,82,Equipamentos de Academia 82,cobrança,2024-11-27,2024-12-03,resolvido
1873,4307,1095,Elton Neves,34,Calças 34,cobrança,2024-11-27,2024-12-03,resolvido
1873,4307,1095,Elton Neves,153,Roupas Infantis 153,cobrança,2024-11-27,2024-12-03,resolvido
1873,4307,1095,Elton Neves,90,Natação 90,cobrança,2024-11-27,2024-12-03,resolvido
1874,2881,687,Guilherme Barbosa,150,Brinquedos 150,cobrança,2023-08-26,,escalado
1874,2881,687,Guilherme Barbosa,47,Roupas Íntimas 47,cobrança,2023-08-26,,escalado
1874,2881,687,Guilherme Barbosa,192,Agendas 192,cobrança,2023-08-26,,escalado
1874,2881,687,Guilherme Barbosa,193,Luminárias 193,cobrança,2023-08-26,,escalado
1874,2881,687,Guilherme Barbosa,5,Notebooks 5,cobrança,2023-08-26,,escalado
1875,3368,1332,Diana Castro,11,Fones de Ouvido 11,defeito,2023-12-16,,aberto
1875,3368,1332,Diana Castro,116,Chás 116,defeito,2023-12-16,,aberto
1875,3368,1332,Diana Castro,68,Vasos 68,defeito,2023-12-16,,aberto
1875,3368,1332,Diana Castro,181,Fraldas 181,defeito,2023-12-16,,aberto
1875,3368,1332,Diana Castro,74,Bicicletas 74,defeito,2023-12-16,,aberto
1876,10414,1611,Nelson Figueiredo,108,Vitaminas 108,cobrança,2023-06-12,,aberto
1876,10414,1611,Nelson Figueiredo,85,Camping 85,cobrança,2023-06-12,,aberto
1877,14050,2895,Ursula Ferreira,13,Fones de Ouvido 13,dúvida,2024-03-12,2024-03-19,resolvido
1877,14050,2895,Ursula Ferreira,139,Material Escolar 139,dúvida,2024-03-12,2024-03-19,resolvido
1877,14050,2895,Ursula Ferreira,173,Material Escolar 173,dúvida,2024-03-12,2024-03-19,resolvido
1878,9179,2535,Thiago Carvalho,26,Câmeras 26,atraso,2023-12-21,,escalado
1878,9179,2535,Thiago Carvalho,168,Luminárias 168,atraso,2023-12-21,,escalado
1879,11110,956,Wanessa Pereira,47,Roupas Íntimas 47,troca,2024-09-02,2024-09-10,resolvido
1879,11110,956,Wanessa Pereira,55,Luminárias 55,troca,2024-09-02,2024-09-10,resolvido
1880,10641,2988,Vinicius Ribeiro,25,Câmeras 25,dúvida,2024-11-16,,aberto
1880,10641,2988,Vinicius Ribeiro,185,Smart TVs 185,dúvida,2024-11-16,,aberto
1881,13839,46,Hanna Cunha,133,Literatura 133,atraso,2024-12-26,,aberto
1881,13839,46,Hanna Cunha,76,Tênis Esportivo 76,atraso,2024-12-26,,aberto
1881,13839,46,Hanna Cunha,47,Roupas Íntimas 47,atraso,2024-12-26,,aberto
1882,10856,1,Renata Pereira,157,Roupas Infantis 157,cobrança,2023-05-01,,aberto
1883,6195,1915,Ivan Gomes,48,Roupas Íntimas 48,defeito,2023-06-21,,aberto
1883,6195,1915,Ivan Gomes,133,Literatura 133,defeito,2023-06-21,,aberto
1883,6195,1915,Ivan Gomes,157,Roupas Infantis 157,defeito,2023-06-21,,aberto
1884,11446,2769,Eduardo Rodrigues,176,Fones de Ouvido 176,defeito,2024-08-15,2024-08-23,resolvido
1885,11225,392,Vinicius Pereira,180,Livros Técnicos 180,dúvida,2024-03-08,2024-03-14,resolvido
1885,11225,392,Vinicius Pereira,79,Tênis Esportivo 79,dúvida,2024-03-08,2024-03-14,resolvido
1886,13341,2561,Daniela Oliveira,14,Fones de Ouvido 14,cobrança,2024-09-20,,aberto
1886,13341,2561,Daniela Oliveira,20,Smart TVs 20,cobrança,2024-09-20,,aberto
1886,13341,2561,Daniela Oliveira,44,Acessórios 44,cobrança,2024-09-20,,aberto
1886,13341,2561,Daniela Oliveira,117,Chás 117,cobrança,2024-09-20,,aberto
1886,13341,2561,Daniela Oliveira,141,Material Escolar 141,cobrança,2024-09-20,,aberto
1887,10843,1662,Xavier Alves,69,Utensílios 69,defeito,2023-03-20,,escalado
1887,10843,1662,Xavier Alves,178,Câmeras 178,defeito,2023-03-20,,escalado
1887,10843,1662,Xavier Alves,169,Quadros 169,defeito,2023-03-20,,escalado
1887,10843,1662,Xavier Alves,146,Fraldas 146,defeito,2023-03-20,,escalado
1888,4882,1146,Mariana Teixeira,101,Cuidados com a Pele 101,atraso,2024-12-31,2025-01-19,resolvido
1888,4882,1146,Mariana Teixeira,186,Quadros 186,atraso,2024-12-31,2025-01-19,resolvido
1889,5074,1294,Caio Costa,23,Câmeras 23,cobrança,2024-11-06,2024-11-07,resolvido
1890,14412,380,Diana Andrade,36,Calças 36,atraso,2023-07-13,2023-07-30,resolvido
1890,14412,380,Diana Andrade,71,Utensílios 71,atraso,2023-07-13,2023-07-30,resolvido
1891,8752,2678,Hanna Rocha,187,Cafés 187,atraso,2023-04-21,2023-05-02,resolvido
1892,5672,2599,Xavier Azevedo,181,Fraldas 181,troca,2023-02-21,2023-03-03,resolvido
1892,5672,2599,Xavier Azevedo,45,Acessórios 45,troca,2023-02-21,2023-03-03,resolvido
1893,936,1683,Juliana Silva,62,Quadros 62,atraso,2023-03-16,,aberto
1894,4303,1593,Igor Neves,165,Tapetes 165,troca,2023-05-22,2023-05-28,resolvido
1894,4303,1593,Igor Neves,110,Vitaminas 110,troca,2023-05-22,2023-05-28,resolvido
1895,7641,959,Marcos Santos,151,Brinquedos 151,cobrança,2023-05-26,2023-06-01,resolvido
1895,7641,959,Marcos Santos,88,Camping 88,cobrança,2023-05-26,2023-06-01,resolvido
1896,1772,570,Gabriel Neves,154,Roupas Infantis 154,atraso,2023-05-08,,escalado
1897,9403,2946,Zélia Neves,175,Calçados 175,cobrança,2024-01-26,2024-01-31,resolvido
1898,8573,1125,Mariana Souza,193,Luminárias 193,troca,2023-11-25,2023-12-03,resolvido
1899,1599,862,Juliana Araújo,42,Acessórios 42,troca,2023-12-17,2023-12-19,resolvido
1899,1599,862,Juliana Araújo,120,Chás 120,troca,2023-12-17,2023-12-19,resolvido
1900,13507,1362,Flávia Duarte,135,Agendas 135,atraso,2024-05-01,2024-05-09,resolvido
1901,1981,1583,Fernanda Fernandes,140,Material Escolar 140,defeito,2023-11-30,2023-12-09,resolvido
1902,10309,649,Flávia Moreira,173,Material Escolar 173,atraso,2023-01-30,,escalado
1902,10309,649,Flávia Moreira,96,Cosméticos 96,atraso,2023-01-30,,escalado
1902,10309,649,Flávia Moreira,131,Literatura 131,atraso,2023-01-30,,escalado
1902,10309,649,Flávia Moreira,88,Camping 88,atraso,2023-01-30,,escalado
1902,10309,649,Flávia Moreira,135,Agendas 135,atraso,2023-01-30,,escalado
1903,3274,2580,Caio Nascimento,40,Calçados 40,troca,2024-08-17,,escalado
1903,3274,2580,Caio Nascimento,162,Cuidados com a Pele 162,troca,2024-08-17,,escalado
1903,3274,2580,Caio Nascimento,31,Camisetas 31,troca,2024-08-17,,escalado
1904,3796,439,Guilherme Correia,87,Camping 87,defeito,2023-01-16,2023-01-17,resolvido
1904,3796,439,Guilherme Correia,1,Smartphones 1,defeito,2023-01-16,2023-01-17,resolvido
1904,3796,439,Guilherme Correia,132,Literatura 132,defeito,2023-01-16,2023-01-17,resolvido
1904,3796,439,Guilherme Correia,142,Material Escolar 142,defeito,2023-01-16,2023-01-17,resolvido
1904,3796,439,Guilherme Correia,160,Cadeirinhas 160,defeito,2023-01-16,2023-01-17,resolvido
1905,11355,568,Leonardo Moreira,176,Fones de Ouvido 176,atraso,2023-11-17,,aberto
1905,11355,568,Leonardo Moreira,109,Vitaminas 109,atraso,2023-11-17,,aberto
1905,11355,568,Leonardo Moreira,17,Smart TVs 17,atraso,2023-11-17,,aberto
1905,11355,568,Leonardo Moreira,116,Chás 116,atraso,2023-11-17,,aberto
1906,4406,868,Hanna Rodrigues,122,Vinhos 122,atraso,2023-11-07,2023-11-21,resolvido
1907,13249,2467,Elton Silva,141,Material Escolar 141,cobrança,2023-04-03,2023-04-06,resolvido
1907,13249,2467,Elton Silva,166,Utensílios 166,cobrança,2023-04-03,2023-04-06,resolvido
1908,1647,839,Yara Neves,142,Material Escolar 142,troca,2024-05-31,,aberto
1908,1647,839,Yara Neves,3,Notebooks 3,troca,2024-05-31,,aberto
1909,13505,2700,Mariana Carvalho,175,Calçados 175,cobrança,2023-03-12,2023-03-21,resolvido
1910,3599,636,Hanna Lima,138,Agendas 138,dúvida,2023-05-01,,aberto
1910,3599,636,Hanna Lima,6,Notebooks 6,dúvida,2023-05-01,,aberto
1911,6742,2872,Patrícia Rodrigues,199,Calças 199,atraso,2023-12-14,2023-12-23,resolvido
1911,6742,2872,Patrícia Rodrigues,109,Vitaminas 109,atraso,2023-12-14,2023-12-23,resolvido
